年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
（鋼製建具重量約32kg×8枚＝256kg）",建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,荷,荷,荷姿の物,崩壊、倒壊,20
29,7,11~12,"解体用の養生足場の解体作業中に布単管の取り外し作業を行っていた。
建地単管に安全帯を掛けて作業をしていたが布単管を取り外す際、建地単管のクランプに引っ掛かり建地が抜けて、建地といっしょに作業員が、墜落した。",建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落、転落,25
29,7,16~17,資材置き場において鉄筋D51、L=400mm（約6kg）を研磨作業している際に加工台に仮置きしていた鉄筋が転がり左手中指に落ちて負傷した。,建設業,建築工事業,その他の建築工事業,1～9,物質、材料,材料,金属材料,飛来、落下,25
29,7,15~16,"K-2岸壁荷捌地にて本船から揚げられた製材を被災者は7tフォークリフトを運転し、所定の位置まで運搬、配付け作業を行っていた。
そして既に配付けされていた製材6束6段（1束：長さ4m幅0.7m高さ0.8m重量約1.5トン）の前に製材2束を配付けしようとしたところ、製材6束の配がくずれてきて、最上段の1束がフォークリフトヘッドガードに落下し押しつぶれたヘッドガードと座席に挟まれ負傷したものである。",建設業,その他の建設業,その他の建設業－その他,1～9,物質、材料,材料,石、砂、砂利,崩壊、倒壊,43
29,7,14~15,養生架台2枚を解体中、連結していた2枚の養生架台を切り離した際に固定されていない養生架台に移動したため天秤状態になり、養生架台から墜落した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物上げ装置、運搬機械,動力クレーン等,ゴンドラ,墜落、転落,52
29,7,17~18,弊社倉庫で工事現場から帰社して道具を片付けている時刃のついたスクレバーが棚上から落下し、被災者の右足甲に突き刺さり、負傷した。,建設業,その他の建設業,その他の建設業－その他,1～9,その他の装置等,人力機械工具等,手工具,飛来、落下,35
29,7,9~10,"冷蔵倉庫増築工事で、床鉄筋を鉄筋上を歩いて手運搬中、鉄筋に足を突っ込みバランスを崩し安全靴が脱げてしまった。
左足が裸足になった状態で倒れ込み、着地した場所に、機械式ラック設置用に配置されたアンカーボルト（径9mm、高さ105mm）があり、それを踏み抜いた。",建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,50～99,物質、材料,材料,金属材料,踏み抜き,39
29,7,16~17,"新築工事現場に於いて1階エレベーターピットの壁をピット内から高さ天板迄7段の脚立を利用して取り合い部分のカッター切後ハツリ作業を始めた直後、3段目か4段目から何らかの原因で転落し、その際に左後頭部及び右目の周りを打ち付け負傷。
ピット内に少量の水溜まりが有り、濡れた靴底で脚立を使用し、作業の体勢をくずし、滑って身体のみ転落したと思われる。
（脚立は倒れていない）",建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,その他の装置等,用具,はしご等,墜落、転落,55
29,7,10~11,バケット車に搭乗し、電柱上に取り付けてあるPHSアンテナを撤去するため、両手でPHSアンテナを持ち上げようと上部へ押し上げた際、腰部に痛みが走った。,建設業,その他の建設業,電気通信工事業,50～99,その他,起因物なし,起因物なし,動作の反動、無理な動作,40
29,7,3~4,"本社1階倉庫内において建設機械・工具の片付け、積み下ろしを2名で作業中重量物（レールベンダー約110kg）を移動させていた。
重みでふらつき転倒した際、レールベンダーと地面に左手の人差し指を挟んだ。",建設業,土木工事業,鉄道軌道建設工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,61
29,7,15~16,外構工事の現場にて、門扉を設置する時に地面の土を掘削している時に（シャベルにて）地面の土が非常に硬く、力を入れてシャベルを勢いよく土に突き刺そうとした時に肩に強い痛みがはしり、負傷した。,建設業,土木工事業,その他の土木工事業,10～29,その他,起因物なし,起因物なし,動作の反動、無理な動作,20
29,7,13~14,"家屋解体工事中、1階付近で鉄骨ALCバラシ・ガス溶断・合番作業中、重機が2階から1m×1mのALCを降ろしていた。
その際、2階に残っていたALC1枚がずれて落下、ヘルメットの上から頭に直撃した。
すぐに作業を止め、現場で様子を見たあと、事業主に家まで送ってもらった。",建設業,建築工事業,その他の建築工事業,1～9,物質、材料,材料,金属材料,飛来、落下,42
29,7,10~11,"仕事の手伝いをするために敷地内で荷物を確認する作業をしようとしてダンプから下車した時に荷台ステップに足を踏みはずし、背中から落下した。
ダンプは10トン車で2mの高さから落下した。",建設業,土木工事業,その他の土木工事業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,60
29,7,2~3,19.8KP付近走行側を規制マニュアル通りに規制作業していたところに中型貨物自動車（4t）（道路一般利用者）が、規制作業にかなりのスピードで追突し規制車（4t車）が大破し、はずみで規制車の斜め前方で監視していた被災労働者に突っ込み、規制車（4t車）と高速道路側壁に挟まれ、被災労働者の下腹部を直撃した。,建設業,その他の建設業,電気通信工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,53
29,7,1~2,高速道路上（走行側）で設備点検のため保安設備の設置中に規制標識車（4t）に一般通行車両の4tトラックが追突し作業員に直撃した。,建設業,その他の建設業,電気通信工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,54
29,7,18~19,新築現場2階にて防水シートを運搬中に蜂に追われたため回避しようとした際に吹き抜け部から転落した。,建設業,建築工事業,その他の建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,開口部,墜落、転落,19
29,7,15~16,資材置場造成工事で水路のコンクリートを打設する作業中に、生コンクリート打設用のシュートを移動させていた時水路の上部から足を踏み外し水路の底に転落した。,建設業,土木工事業,土地整理土木工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,墜落、転落,50
29,7,10~11,"木造住宅解体工事現場で、4トンダンプに丸太の束（約30本）を積載する作業において、被災者が丸太のワイヤーを外そうとしたとき、バランスを崩して約2.5メートルの高さから地面に転落した。
背中から転落し、頭部と右肩を打撲した。
痛みが酷くなった。第七頸椎の骨折と判明した。",建設業,建築工事業,その他の建築工事業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,36
29,7,11~12,"3F床コンパネ張り作業中に不注意に足を踏みはずし、根太と根太の間（約400）から2F床（コンパネ下地）に墜落し腰・背中付近を強打した。
ヘルメットは、かぶっており、親綱は張ってあったが安全帯は掛けていなかった。",建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,墜落、転落,44
