単語,出現回数
避難,311
原子力,283
発生,196
地震,188
情報,162
緊急,160
訓練,160
被災,156
元年,130
被害,105
参照,102
事業,101
豪雨,88
必要,80
ボランティア,78
救助,77
北海道,65
具体,62
国土,61
設置,61
都道府県,57
調整,56
発電,56
業務,54
行政,53
大阪,51
生活,51
南海,50
広島,49
トラフ,46
愛媛,45
事態,45
協議,45
岡山,44
津波,43
場合,42
強靱,41
応急,40
運営,40
回答,40
派遣,39
場所,39
事例,39
女性,39
想定,38
目的,37
強化,37
行動,37
広域,37
台風,36
