単語,出現回数
避難,845
被災,302
原子力,266
情報,240
感染,195
事業,193
発生,192
必要,173
緊急,161
被害,152
訓練,140
地震,131
コロナ,130
新型,123
ウイルス,114
行動,111
生活,104
ボランティア,101
国土,96
豪雨,92
設置,85
台風,84
熊本,80
応急,78
業務,77
強化,76
再建,76
警戒,75
指示,74
場合,73
協議,73
参照,72
レベル,72
強靱,71
物資,71
河川,69
福祉,69
回答,69
その他,68
調整,66
女性,64
対象,64
制度,63
元年,61
津波,61
行政,60
共同,59
都道府県,57
東日本,56
広域,55
