年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
28,2,15～16,冷凍庫内での仕分け作業に於いて、保冷ボックスを積み上げた際に無理な体勢で持ち上げようとして腰を捻った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,起因物なし,起因物なし,動作の反動、無理な動作,28
28,2,9～10,倉庫内において5段積みされた、輸送用コンテナの4段目を移動する時、荷崩れにより前方に倒れ、仕分作業をしていた、被災労働者に接触し、倒れる。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,崩壊、倒壊,59
28,2,17～18,倉庫内にてパレットに積まれた本を改装するために両手で本を持ち上げて作業台へ移動させていたところ右手に痛みが走り、右手を握れない状態になった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,その他の用具,動作の反動、無理な動作,50
28,2,10～11,杭抜き用ケーシングの片付け作業時、クレーンでケーシングを吊り上げてケーシングとケーシングの間に置いたケーシングの玉掛ワイヤーを外し、ケーシングから下に降りるため横になっているケーシングの上を歩いているとき不注意でケーシングのカンザシ用の穴に右足が落ちそうになったので左足で踏ん張ったが転倒し足元のケーシングとケーシングの間に滑り落ちケーシングフランジに背中と肋骨を強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,転倒,63
28,2,5～6,支店にて、荷卸し中、丸い荷物を台車に載せたところ、当該荷物が台車から落ちそうになり、抑えようとしたところ、足が滑り、当該荷物の突起した部分に胸を強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他の装置等,人力機械工具等,人力運搬機,激突,55
28,2,16～17,物流センターの荷捌場で入庫貨物の確認作業をしていた。フォークリフト作業員が荷物を取りに行こうとトラックバースより徐行で後進している際、被災者が屈んでいて気付かず、誤って接触し、左足を打撲した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,20
28,2,22～23,倉庫にてピッキング作業中、ダッシュアンドストップを伴う作業のため、膝に負担がかかり、右膝の外側そくふく靭帯を痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,その他,起因物なし,起因物なし,動作の反動、無理な動作,37
28,2,0～1,冷凍倉庫内にて、作業を行った後、帰宅後夜に右手人差し指、中指、右足薬指、小指にヒリヒリとした痛みと水膨れが発生。翌日、病院に行った所、凍傷と診断された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,環境等,環境等,高温・低温環境,高温・低温の物との接触,21
28,2,11～12,センター新館でオリコンを台車に移した際、右ひざを強く打った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,荷,荷,荷姿の物,激突,56
28,2,11～12,岸壁にて本船からクレーンで揚げた製材を岸壁背後にフォークリフトで運搬し3段2列に積み替し水濡れ防止の為、木製パレットを3段目の上に置く際、奥の3段目の製材にリフトの爪が触れた為、落下し反対側にいた被災者が下敷きになり受傷した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,飛来、落下,22
28,2,14～15,配送先の搬入場に於いて、納品作業中、トラックを後方から納品口に寄せて、トラック荷台から直接納品場所へダンボール箱に入った荷物を持って移動していた時、荷台と納品口の間が70cm程度開いていたところ、足元を見ずに歩行していたため、その隙間に足から落ち、その際トラック後方の蝶番の金具で腰を打ち負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,墜落、転落,57
28,2,15～16,資材置場において、資材の整理整頓中、手摺りを囲まれた枠から枠へと2本ずつ移す際、1本が枠に引っかかり、持っていた手摺りが手から落下し、左母趾末節骨折をした。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物質、材料,材料,金属材料,飛来、落下,42
28,2,18～19,トレーラー内にて荷物の積込み作業をしていた時、手押し台車の上に重量荷物が平置きしてあり、台車を押してトレーラー内に入り、その重量荷物を一人で降ろそうとして、台車手前に引きずり、左足を台車の縁に掛け動かないように押さえて重量荷物に回し掛けてあるビニールバンドを手でつかんで台の下に降ろそうとしたが、重量荷物がうまく台車から滑り落ちずに手前に倒れ込んで来て右足に落下し、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,飛来、落下,21
28,2,11～12,構内にて作業中、検品場より別の検品場へ向かう際に出荷場に置いてあったパレットに左足つま先が引っ掛かり、そのまま転倒し左下腿部と左肩を打撲する。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,用具,その他の用具,転倒,43
28,2,9～10,小物商品入庫仮置き場で、オリコンを持ち上げようとした際、ぎっくり腰と思われる症状を発症し動けなくなった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,起因物なし,起因物なし,動作の反動、無理な動作,23
28,2,9～10,納品先の1Fのラックに納品する時に手前のP箱を足場にして作業中にバランスを崩して転倒し、クツが脱げて左足の親指がP箱に挟まってケガをした。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,用具,その他の用具,転倒,60
28,2,10～11,輸出用丸棒等の艀積作業の為、艀内にて積荷作業に従事していた。丸棒を3山、クレーンにてワイヤーで吊り艀内におろした際に艀の床面に接地する前に手を添えていたが、その際わずかに丸棒が倒れ、丸棒の山と山の間に左手薬指を挟み込んだ。,貨物取扱業,港湾運送業,その他の港湾運送業,10～29,荷,荷,荷姿の物,はさまれ、巻き込まれ,58
28,2,10～11,テント倉庫内にて、加工鋼矢板の配替作業に従事していた。門型クレーンを用いて鋼矢板を移動する際、鋼矢板が左右にブレない様に両手で支えながら移動していたが足元のダンネジに少し躓き、こらえはしたものの少しひねった様で右足膝部に違和感を覚えた。,貨物取扱業,港湾運送業,その他の港湾運送業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,動作の反動、無理な動作,54
28,2,22～23,被災者は構内荷物下ろし場で、雑荷20個とパレット荷物3個が載ったトラックから雑荷を手で下ろした後、トラック荷台の外に出てパレット荷物をリフトマンが下ろす作業を見ていた。最後の木枠パレットを下ろす際、木枠パレットが右に傾いたので被災者は荷台に飛び乗り木枠パレットを支えようとしたが支え切れず下敷きになった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,23
28,2,16～17,梱包バンドのピッキング作業中に右肩の痛みを感じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,荷,荷,荷姿の物,動作の反動、無理な動作,56
28,2,15～16,業務中にフォークリフトを所定の充電場所に移動させ停車させたと思いフォークリフトより降りたが、その時にフォークリフトが完全に停車しておらず降り立ったところにフォークリフトが下がってきて左足が挟まった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,33
28,2,16～17,倉庫内にて厚板の荷降し中、左側のハッカーを外し、右側のハッカーを外すため足で2回蹴って外れ易くなったので、最後は手で外そうと右手に力を入れてこねハッカーが外れた際、左手を灰色の厚板と茶色の厚板の間に入れていたため左手を挟み、薬指を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,物質、材料,材料,金属材料,はさまれ、巻き込まれ,46
28,2,10～11,船内にて玉掛者A・B2名がインバートにワイヤーを通そうとしたが、間が狭かったのでAがバールを使用して自身の位置を広げた時、Ｂも狭い間に右手を入れてワイヤーを通していた。A側が広がった事により、B側が挟まりBは右手を挟み負傷した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,その他の装置等,用具,その他の用具,はさまれ、巻き込まれ,44
28,2,10～11,トラックから家具の搬出作業中に後向きに引っ張っていた所で足元にある台車に気付かずに転倒。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,転倒,24
28,2,10～11,事業所内で作業現場へ向かう際、周囲の確認を怠ったことにより足元を滑らしてその場で転倒し大腿部を強打、骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,64
28,2,22～23,コンテナ定期航路の船内側のコンテナ積卸作業の玉掛・玉外し作業者として従事していた。1番ハッチの荷役が終了し、夕食を取り休憩した。その後、2番ハッチの荷役を再開し、2番ハッチに20フィートコンテナを1段目6本、2段目2本を積み込み、3本目を積み込むために2段目のコンテナに登ろうとしたが、梯子を船内に持ち込むのを忘れて、隣の1番ハッチに2段積みされたコンテナ扉の足掛けを利用して、よじ登る途中に手が滑り高さ約2.8mから墜落して負傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,荷,荷,荷姿の物,墜落、転落,46
28,2,17～18,倉庫内において、フォークリフトを利用し、荷が載ったパレットの積み込み作業を行っている時、別の作業を行おうと、フォークリフトより降りた時に左足首に痛みが走り、捻挫を負った。,貨物取扱業,港湾運送業,港湾荷役業,10～29,その他,起因物なし,起因物なし,動作の反動、無理な動作,44
28,2,6～7,早朝の荷役作業で、薄暗く視界が悪い中、岸壁で、クレーンに乗り込む際に段差のあるステップに足を掛ける際にすべって、そのままのかっこうで転落した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,物上げ装置、運搬機械,動力クレーン等,移動式クレーン,墜落、転落,41
28,3,16～17,整品を両手に持ち空パレットをまたごうとした所足が引っかかり前方へ転倒、左肘をつき骨折。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,用具,その他の用具,転倒,46
28,3,12～13,カゴ車の回収作業をしていたところ、誤って足を滑らせ転倒し負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,64
28,3,8～9,修理を終えたフォークリフトを修理作業台から降ろそうと、フォークリフト本体に開いている吊り上げ用の穴にワイヤーを通して円筒形のピンを入れて自分でクレーンを操作して吊り上げ始めた時に、ピンを押さえていた右手親指をピンと本体に挟まれてしまい負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他の装置等,用具,玉掛用具,はさまれ、巻き込まれ,50
28,3,8～9,不定形貨物をシュートへ配達を行っていた被災者が、ダンボール板を運ぶ際に荷物を抱えた状態で渡りステップを渡った処、右足の一部がベルトに乗ってしまい転倒。右足大腿部及び右手首をシュートのローラーフレームに強打し負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,コンベア,転倒,58
28,3,9～10,派遣先の倉庫内において、トラック荷台に商品の積込作業をしていたところ、冷凍ボックスをコンテナ台車から両手で中腰になって持ち上げ、トラック荷台に入れた時に左腰に痛みを生じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,動作の反動、無理な動作,52
28,3,11～12,被災者は、商品センター4階の中2階フロアでの衣類搬送中にトロリーがつまり、つまりを解消しようと通路の中に入り、トロリーを押そうとしたところ、右足を踏み外して下に転落した。転落直後、転落防止ネットに引っ掛かり、ネットを固定してある金具に後頭部をぶつけて、裂傷を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,53
28,3,13～14,54m吊り門型クレーンを使って、一人でシートパイルをトレーラに積み込む作業中、1ブロック8枚重ねのシートパイル3ブロックの積込みを終え、4ブロック目を取りに行くため玉掛けワイヤーロープをフックにかけたままクレーン操作し、玉掛けワイヤーが荷山のシートパイルに引っ掛かったのに気付かず、この結果、シートパイル2枚が落下して被災者にあたり受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力クレーン等,クレーン,飛来、落下,49
28,3,19～20,営業所へ部品の入出庫業務作業中に右手の人差し指に強い痛みを感じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,荷,荷,荷姿の物,動作の反動、無理な動作,22
28,3,14～15,埠頭岸壁にて、本船より荷揚げされた貨物を仮置きする為の台木を敷く作業に従事していた。5tフォークリフトが足場パイプ4束を置こうとした際、台木の位置が合わなかったので被災者は、修正し再度置く際に大丈夫か地面に手と足を付きながら覗き込んでいた。フォークリフトが貨物を置いた時、フォークリフトの爪が被災者の足に当たり負傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,68
28,3,15～16,本船でユンボを使用し、スクラップの掻き込み作業をしていた所、突然ユンボキャビン内座席後方から発火し、その火がユンボオペレーターの両手に燃え移り火傷を負った。,貨物取扱業,港湾運送業,港湾荷役業,30～49,動力機械,建設機械等,掘削用機械,火災,48
28,3,13～14,空港のオープンスポットにて航空機のドアを閉めた後、ステップ車の階段を下っている際に中段付近で、右足の踵を踏み込んだ際に右足が前方に滑り、バランスを崩し階段を3～4段落下したが、その際に咄嗟に左足で踏ん張ったところ、左足に痛みを感じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1000～9999,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,24
28,3,17～18,本船荷役において、両手でラッシングバーを持ちコンテナ積み付け作業をしている際、作業体勢のままラッシングバーを持ち替えようと左手を離した時、ラッシングバーの重量が右手にかかり、右前腕部を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,その他の装置等,用具,その他の用具,動作の反動、無理な動作,47
28,3,20～21,作業の為シュートへ向かい、引き込みローラーの手前で足を滑らせ前方に転倒。その際、ローラーに右足下腿を強打し裂傷出血した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,その他の装置、設備,その他の装置、設備,転倒,59
28,3,20～21,ホーム上で路線車両の積み込みの補助をしている際、2メートルの鉄棒を荷台に運ぼうとしたところ、荷台との段差で躓いてしまいホームと荷台の隙間に左足が脹脛の中央付近まで入り込んでしまった。その際、左足がバンパーの上に乗り、左足首付近を捻って痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,36
28,3,14～15,現場へ業務連絡に行き、打ち合わせが済んだので、倉庫入出庫口の脇にある階段で下りようとした。しかし、途中で足を踏み外し尻餅をついた状態で落下した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,70
28,3,19～20,集荷帰営後、荷台後部に積載していたパレット商品を積み上げ、フォークで荷卸しをしようとしていた時、荷台最後部とパレット商品の床面約20㎝程のスペースに立って作業中、誤って足を踏み外し、後ろ向きのまま荷台高さ約1mより地面に落下、後頭部を強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,41
28,3,10～11,岸壁にて、こぼれていたスクラップの清掃作業中、尿意の為トイレに行き用を足した後、作業場に急いで戻ろうとして走り出そうとした時、左足親指の爪が安全靴内の上部にひっかかり、爪をはがしてしまった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,用具,その他の用具,その他,60
28,3,13～14,船にフレコンを積み込む作業中、トレーラー上のフレコンを3名により玉掛し、2名は前方のフレコン上へ、被災者はトレーラー後部に退避した。被災者は退避後の巻き上げ時に、後方を確認しないまま、さらに2～3歩後退した際、トレーラー上から落下し、右足で着地した際、右足踵を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,46
28,3,6～7,貨物の扉を搬送中、カーブに進入した際に反対車線にはみ出し、漫然と運転していたためもとに戻すハンドル操作が追いつかず、対応車の大型トラックと衝突した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,35
28,3,8～9,被災者は、本船2番ハッチに積み込むパイプの玉掛け作業に従事していた。6mmパイプ8本でスリングされたもの3束を吊り上げカンザシのフックに掛け地切り、巻き上げ、旋回して本船のブルーワークをかわる際に、海側の1束の片側のスリングが外れ機帆船内で弾んだパイプが、次の作業をしようとしていた被災者の右足にあたり負傷した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他の装置等,用具,玉掛用具,飛来、落下,33
28,3,9～10,医薬品の荷物を下す作業を駐車場で荷台に乗り行っていた。その際、昇降用のオリコンを両手で持ち、荷台から下りる時、左足から足元を見ず後向きで着地、駐車場と道路の境にあるL字溝にて左足首からひねる。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,激突,51
28,3,11～12,作業場にて、一通りの仕事を終え、次の作業にうつろうと体勢を変えた際、靴が床パレットにひっかかり、後方へ転びそうになった為、右手をつこうとした際、右手をひねりぎみに強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,50
28,3,11～12,倉庫内にて、パレットを7段積み上部にてトラック荷台より荷降中、足を踏み外し転落受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,その他の用具,墜落、転落,70
28,3,9～10,被災者は、事業所構内東側にて、コンテナのラベルを剥がす作業をしていた。コンテナの扉内側のラベルを剥がし終わり、コンテナ左側面のラベルを剥がそうと扉を手前に引っ張った際、こちらの合図もなく、トレーラーが動いてしまい、被災者は咄嗟に右足をタイヤから離したがコンテナの扉と塀に右足をはさまれて、バランスを崩して落下した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ、巻き込まれ,24
28,3,7～8,岸壁にて商品のデバン作業をするべく、コンテナーを所定の位置に置き扉を開ける際、被災者がシールを切り、向かって右扉を開け次に左扉を開けた処、商品が倒れてきて退避をしたが、右足首に接触し、負傷した。,貨物取扱業,港湾運送業,港湾荷役業,1～9,荷,荷,荷姿の物,飛来、落下,48
28,3,13～14,鉄板保管場所で、鉄板の出荷準備作業を行っていた。鉄板の山積みの上3枚を隣の山積へ移動させる為、山積の上に登りハッカーを掛けた。ワイヤーが張ったので地切り前に退避を行う為、鉄板の山積みから降りようとした。右手でハッカーの取っ手を持ち、右足から降りようとしたが右足を滑らせ、自身の体重を支えることができず、持っていたハッカーから右手が外れた。右腕を鉄板の山積みに打ちつけ、隣の鉄板の山積みに落下し、後頭部と左肘を打った。,貨物取扱業,港湾運送業,港湾荷役業,30～49,物上げ装置、運搬機械,動力クレーン等,クレーン,飛来、落下,63
28,3,9～10,仕組場で材木をしばっている帯を切ったら、材木がくずれて手がはさまって骨折した。,貨物取扱業,港湾運送業,その他の港湾運送業,10～29,物質、材料,材料,木材、竹材,飛来、落下,18
28,3,20～21,事業場において、事務所横の階段で他のスタッフと打ち合わせをしていたところ、階段を踏み外して落下し、被災した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,28
28,3,19～20,製品出荷場スロープ横の階段で、下に置いてあるフォークリフトを収納する為に下に降りようとしていた時、下段域にいた時ふらついて足がもつれ、前方150cmにある建物の柱を保護するコンクリートの胴巻に背中をぶつけた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,56
28,3,15～16,倉庫内にて線材を積込し荷張りの際、台車上中腰で最後尾の線材にスリングを掛け、左手で締機を持ち、右手でチェーンを引っ張った瞬間、右手が滑りすっぽ抜けた。その勢いで、トレーラー台車より転落し両手をついた際、左手手首を骨折した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,その他の装置等,用具,その他の用具,墜落、転落,60
28,3,8～9,フィルムの印字を点検するため、現場階段を使って移動している時、階段を踏み外し高さ1mから落下し、左足の甲を床に強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,27
28,3,15～16,クランプリフトから降車する際、座席右側より前向きに降りようとして、ステップに右足を置いた時、足が滑り、右足より地面に着地した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,フォークリフト,動作の反動、無理な動作,52
28,3,15～16,荷捌き室で被害者がフォークリフト後方に立ち、フォークリフト乗車中の加害者と作業段取りの話を行っている時に、加害者の足がブレーキペダルにかかったままになっており、フォークリフトが後方にゆっくり動き始め、被害者の右足首に接触し、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,25
28,3,9～10,倉庫内にて、仕分け作業を行っていた。その途中、平台車の上に積んであった仕掛品を下から持ち上げようとした。平台車を跨ごうとして足を前に出したが跨ぎきれず、平台車の上に足が乗ってしまった。体重が掛かった為、平台車が前に動き、足元を掬われる格好となり、尻もちをつく様に床に転倒、右肘、右膝、腰、臀部の打撲となった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,転倒,47
28,3,13～14,店舗配送途中、国道のカーブ走行中、対向車の相手車両が曲がりきれずにスリップし、自車車両右側部に衝突された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,40
28,3,15～16,出荷作業でカゴ車を所定の場所へ運ぶ際、一旦停止させて方向転換を行おうとした時の反動で、カゴ車を持っていた右手拳で脇腹を圧迫した形となり、右脇腹を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,人力機械工具等,人力運搬機,激突され,62
28,4,22～23,倉庫内にて、木枠梱包製品をトラックに積み込み中、右手を荷物と荷台に挟み負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,はさまれ、巻き込まれ,22
28,4,10～11,休憩終了のチャイムがなって、1階の休憩室から2階の作業場に向かう途中、トイレ前あたりで、エレベータが丁度1Fに止まっているのが見え、早く乗ろうと思い走りかけた時に、右足が誰かに蹴られたような激痛が走り、肉離を起こした。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他,起因物なし,起因物なし,動作の反動、無理な動作,42
28,4,14～15,納品された9尺のポリカ波板を保管棚に入れる際、普段の倍の量を1度に扱っていたところ左手首を痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物質、材料,材料,その他の材料,動作の反動、無理な動作,31
28,4,13～14,庫内でフォークリフトに乗車して集品作業している際中に、庫内通路を左折しようとした時にやや体勢が崩れ、左足先がリフトからはみ出した。庫内柱との間に左足が安全靴ごと挟まり、左足くるぶし部に無理がかかり骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,47
28,4,10～11,構内にて商品をトラックから荷降ろしした後に仕分け作業を行っていたところ、納品先の構内作業員が運転するフォークリフトがパレットを押してきて、自身が作業を行っていたパレットとの間に左足が挟まれてしまった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,50
28,4,6～7,宅配便の仕分け作業を行い朝の積込みを荷台に上がり作業をしていたが、作業を終えて荷台から降りる際、右足を滑らせ腰から落下した。その時の衝撃で首を捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,23
28,4,10～11,作業所に於いて台車を手押しで移動させていたところ体のバランスを崩し横転し地面に置いてあったパレットに右足から落下し右足を負傷。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,転倒,34
28,4,15～16,事業所内に於て作業中、中棚の3段目の商品を取ろうとして手が滑り落下しそうになったためにあわてておさえようとしたが、商品が重かった為に商品と一緒に転び腰を強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,飛来、落下,49
28,4,18～19,倉庫で高所用のフォークリフトで出荷業務を行っていた。商品が高積みされていたため、体勢が不充分でその際に肋骨を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,36
28,4,10～11,ピッキング作業時に商品を取るためにしゃがんだ際に、腰に痛みが出て動けなくなった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,33
28,4,11～12,センター内1階冷凍庫前にて、集品後の商品をパレット上に置く為、パレット間に足を入れた時、隣接のかご車に収納していたブルーシートが垂れており、入れた足を抜く際にブルーシートに足がもつれ、パレットで左足を強打し、骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,その他の用具,激突,42
28,4,9～10,小箱の補充作業中に足元にあった小箱に引っ掛かり転倒した。その際、高さ60cm程度のコンベアに左ひざと左顔面を打ち打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,転倒,48
28,4,11～12,積み込み場所に車をつけ運転席から降りようとした際、左手が滑り右腰から転倒した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,61
28,4,9～10,配達中、交差点において信号待ちで停車していたところ、後方から来た軽自動車に追突され負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,34
28,4,10～11,冷蔵倉庫の入口にある保冷カーテンの前より、当日の業務の為被災者が保冷カーテンを開けて、冷蔵倉庫に入室しようとしたところ、加害者が運転し冷蔵倉庫の中から外へ出ようとしたフォークリフトが、保冷カーテンの近くにいる被災者の存在に気がつかずに、両者鉢合わせの状態となり、フォークリフトの前輪と被災者の左足の先部分が接触した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,56
28,4,12～13,得意先構内にて、出荷作業中、昼休みになり、1階作業エリアから非常階段で2階の食堂エリアに向かう途中、歩いて階段を1段抜かしで上った際に左足を踏み外してしまい、左足アキレス腱を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,激突,42
28,4,0～1,倉庫内においてパレットの上に積まれた4段積みの飲料の上にあるラベルを取るために隣に積み上がっていた3段重ねのパレットに上がり、降りた際にバランスを崩し、右足に全体重がかかってしまったため、受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,47
28,4,10～11,空港内にてトラックに器材を積み工場に搬送した。器材を工場に取り降ろすためドッグに接着したがトラック荷台のシャッターを開けていなかったため、車両を一旦前進させ、荷台のシャッターを開けたところ、トラックが自走（後進）してきたため、トラックと建物に左足を挟まれた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ、巻き込まれ,27
