年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
26,3,16～17,バースにて船積荷物固定作業中、積荷ケース（高さ２６０ｃｍ）に一人で梯子をかけ上っている途中、その梯子の固定の仕方が悪かったため、立てかけた場所から滑り落ちてしまいハシゴに乗ったまま一緒に落下してその際両足を船底に強くつき、同部位を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,1～9,その他の装置等,用具,はしご等,墜落、転落,65
26,3,10～11,構内にて商品仕分け作業中、商品が入ったプラスチック容器を持ち上げようとした際、商品を載せる台車を見ていた為、プラスチック容器に右手親指をぶつけた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,激突,67
26,3,15～16,被災者及び惹起者は休憩所にて、ヘルメットを取るため長椅子から同時に立ちあがったところ、惹起者がバランスを崩して被災者の右下半身に乗りかかり、被災者は右足を受傷した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,48
26,3,15～16,リサイクルセンター内にて荷台の積荷（汚泥）を降ろす為、運転席から下車しようとした際に、運転席フェンダー部に置いた右手が滑りそのまま落下。着地時に左手を地面について左手首を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,49
26,3,7～8,港沖に停泊中の原油タンカー船に船用潤滑油を７０kg積み込むため補油船に乗り込んだ。アンカー錨治に到着し補油船を原油タンカー船の右舷に接舷しジャコップラダーを使用しタンカー船に上がろうとしたところ、高さ６～７m付近でなんらかの理由により補油船の甲板上に転落し被災した。,貨物取扱業,港湾運送業,その他の港湾運送業,100～299,その他の装置等,用具,はしご等,墜落、転落,42
26,3,9～10,配送業務中に、車両後ろに積んであるコンテナを調整しようと路肩に停車中、車両後方より自動車に衝突された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,39
26,3,13～14,自動庫作業中、取り間口に補充するため商品をカッターナイフで加工していた際、手袋を右手しか着用しておらず、ダンボールを持っていた左親指にカッターの刃が当たり裂傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,人力機械工具等,手工具,切れ、こすれ,45
26,3,11～12,流通センターにて貨物点検のため、事務所より貨物藏置場所に移動中、仮置きしてあった貨物に足を引っかけ転倒し、左肩を負傷した。,貨物取扱業,港湾運送業,一般港湾運送業,10000～,荷,荷,荷姿の物,転倒,60
26,3,14～15,センター２階作業所でギフト箱詰め作業中、製品のロット記入及び商品の補充時に足元にあった折りたたみ式コンテナに足を引っ掛け転倒した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,荷,荷,荷姿の物,転倒,47
26,3,17～18,売場館内で、家具をパレットから持ち上げようとした時、腰を痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,荷,荷,荷姿の物,動作の反動、無理な動作,45
26,3,14～15,トレーラーに鉄板を積込中、不注意（よそ見）で鉄板を持っていた左手をトラックのスタンションにぶつけてしまった。,貨物取扱業,港湾運送業,一般港湾運送業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,激突,46
26,3,10～11,荷受け口スルー投入口にて、全体清掃を行っている時に、投入用ローラーが足に倒れこみ切り傷を負った。ローラーの下敷きになっていたゴミを引いた降ソーターに立て掛けていたローラーが倒れて来た。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,その他の装置等,その他の装置、設備,その他の装置、設備,崩壊、倒壊,45
26,3,15～16,ピッキング作業時、後ろの棚より商品を取り出し振り向いた時に、足が縺れバランスを崩し転倒した。転倒した際、左手を地面につき持ちこたえたが、手首に激痛が走り倒れ込んだ。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10000～,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,59
26,3,11～12,電柱置場で、トラックにコンクリート電柱の積込作業中、荷崩れしないか確認の為、荷台に上ろうとしたところ、コンクリート電柱の載った架台を踏み台にして上ろうとしたら、滑って背中から転落し、架台に右側肩甲骨付近を強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,50
26,3,9～10,魚市場内にて、選別機のホッパー（魚を入れる所）を移動中、右足を捻って骨折した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,仮設物、建築物、構築物等,仮設物、建築物等,通路,動作の反動、無理な動作,48
26,4,15～16,倉庫内で休憩時間になり、フォークリフトを所定の場所へ止めようとバックしていた。その後、フォークリフトを止め、降りようとした時、不注意でアクセルを入れたままだったため、フォークリフトが止まらず、壁とフォークリフトの間に左足の甲を挟み打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,25
26,4,9～10,センター内にて、商品をバラ出庫する為に商品のケース（約10Kg前後、約20～30m3）を棚に配置する作業を行っていた。その際に腰に違和感を生じたが、業務を続行した。翌日痛みが取れなくなったために受診した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,動作の反動、無理な動作,28
26,4,9～10,倉庫内でピッキング作業中、自動車部品等が入った荷物を抱えパレットに積もうと体を捻った際、腰に強い痛みを感じた。それでも作業を継続していたところ、更に痛みが酷くなったので暫く休養していたが回復せず、身動きもとれなくなってしまった為、救急車により搬送された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,動作の反動、無理な動作,53
26,4,16～17,物流センター内のコンテナ置場で作業中に突風でコンテナを入れていたカーゴ台車が動いてしまった為、慌てて追いかけた際に、足がもつれて転倒し顔面と腰を打撲してしまった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,40
26,4,12～13,事業所内商品課保管場所の通路を兼ねた作業場で商品棚に対面して商品のピック作業をしていた。左側の十字に交差した通路右側からリーチフォークが後退走行で右折してきた。被災者は左からフォークが接近してきたので体側右方向へ逃げたが逃げ切れず、右後輪に左足を轢かれ骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,42
26,4,15～16,荷主先構内において、トラック荷台からカゴ車を降ろす時、ホームとトラック荷台にベニヤ板を渡し角材で止めていた。カゴ車を移動させた際に、ベニヤ板が外れかけた為、咄嗟にカゴ車を支えようとした時、左足首に負荷がかかり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,人力機械工具等,人力運搬機,動作の反動、無理な動作,55
26,4,12～13,衣類、雑貨等商品６点程度をピッキングし、オリコンに入れ持ち上げたところ、腰に痛みが走り、そのまま動けなくなった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他,起因物なし,起因物なし,動作の反動、無理な動作,36
26,4,17～18,県道を時速０kmでのろのろ走行中、信号で停止した際に後方よりハイエースに追突された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,46
26,4,15～16,引越し作業中、ダンボールを運搬している際に階段で足を踏み外し、着地時に足首を捻って受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物等,階段、桟橋,墜落、転落,35
26,4,8～9,倉庫内において、商品の棚入の為に使用していた脚立から、バランスを崩して転倒し、右肩を捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他の装置等,用具,はしご等,墜落、転落,46
26,4,13～14,倉庫内にて、リーチフォークで入庫作業中、商品を商品棚３段目に格納し、バック走行でチルド庫内から出る際、リフトガードを安全な位置まで下げなかった為か、入口上部部分にリフトガードが接触し、その衝撃で身体が後ろに飛ばされ床に尻から倒れ負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突,54
26,4,15～16,コンテナ船にて、ラッシングオフ作業を行っていた際、締め付けが固く手で外せない箇所があった為、足の力を利用して鉄筋棒を押してターンバックルを緩めようとしたが、固くて回せず、逆に跳ね返されてしまった。その反動で、後方に転倒し、本船設備のハッチカバー受け部分に腰を強打して受傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,その他の装置等,用具,その他の用具,動作の反動、無理な動作,32
26,4,20～21,自家用車で帰宅時、倉庫前に自家用車を移動させ、倉庫内に置かれていた社内販売で購入したバナナを自家用車に積み込もうとした際、何らかの原因で仰向けに路上に倒れ被災した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他,分類不能,分類不能,転倒,57
26,4,9～10,被災者は、高さ約2.8ｍの作業場所で、紙袋からフレコンへ、レジンの詰替え作業に従事していた。作業中、ホッパーの中にビニール製の中袋が詰まったので、それを取り除こうと、安全帯を別の親綱へと掛け替えようとした時、バランスを崩し転落した。その際、左側頭部と左肩を被災した。,貨物取扱業,港湾運送業,その他の港湾運送業,50～99,仮設物、建築物、構築物等,仮設物、建築物等,開口部,墜落、転落,18
26,4,16～17,市場内でリーチフォークリフトでの作業中、アクセルを踏んだ状態で体勢を崩した。既にハンドルが切られており、勢いよく柱方向に後進し、体勢を戻せないまま柱に接触しそうになったので、下車を試みたところ、間に合わずに柱とフォークリフトの間に右足・踵を挟み負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,29
26,4,23～24,構内にて荷物を下ろすためにホームに接車しようと後扉を開けたところ、積載貨物が落下しそうになっていたので、荷台に上がり手直しを行った。その後荷台から降りる時に右足が引っかかり地面に転落し右手部手関節、肘を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,41
26,4,10～11,作業でカートを使ってピッキング作業が完了した折りたたみ式の梱包箱にラベルを貼るため、しゃがんで片膝をついていた際、腰に電気が走ったような痛みがあり動けなくなった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,起因物なし,起因物なし,動作の反動、無理な動作,43
26,4,13～14,フォークリフトにて搬送されてきた出荷オリコンを仕分けする為、フォークリフトに近づいた際、フォークリフトの右前輪の後ろに足を置いてしまいフォークリフトの運転者が気が付かずバックし左足をひかれて負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,21
26,4,16～17,フェリー駐車場内でトラクタヘッドとトレーラーを連結する作業終了後、トラクタヘッド踊場から降りる際に足が滑り転倒。左手が体の下敷きになり骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,転倒,30
26,4,8～9,黒鉛を船内からトラックに積む作業中、トラックから転落し両手首を骨折した。,貨物取扱業,港湾運送業,港湾荷役業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,24
26,4,13～14,営業所車庫にて作業中、空パレッドを地面に置こうとした際に、手が滑り足に落下し左足指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,その他の用具,飛来、落下,60
26,4,12～13,業務終了後、車庫にローリー車を駐車し運転席から降りる際に、上から2段目のステップから右足を踏み外し転倒。足を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,48
26,4,0～1,商品積込み作業中で高い場所に積み上げた際に、反るような姿勢となり、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,33
26,4,12～13,倉庫内で作業中、右足を滑らせ踏ん張った際に、左足を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,通路,動作の反動、無理な動作,64
26,4,7～8,約2㎏～10㎏のプラスチックケースの積み替え及びリフトの運搬作業に従事、自宅でクシャミの際に腰に激痛を生じ、業務に起因するものと診断された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,荷,荷,荷姿の物,動作の反動、無理な動作,37
26,4,9～10,倉庫で荷繰り作業中、4段重ねのチューブ（高さ約125㎝）から2段重ねのチューブ（高さ60㎝）に降りようと、前向きの姿勢で左足から着地した際に、捻るようになり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,動作の反動、無理な動作,29
26,5,14～15,倉庫内仕分ライン補充銘柄保管場にて、仕分ラックへ製品を補充していたところ、ラック後方からパレットを補充していた他の作業者が、前方確認不足により目測を誤ってパレットを左足に接触させ負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,荷,荷,荷姿の物,激突され,31
26,5,17～18,コンテナより貨物を吊り出す吊り具ワイヤーを4tトラックより降ろす作業中、吊り具ワイヤー（太さ40㎜、長さ4m、4本）を束ねたワイヤー（9㎜）が荷下ろし用トラッククレーンのフックから外れ、ワイヤー1本がおおよそ3mの高さから落下し、頭から頚にかけ当たった。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他の装置等,用具,玉掛用具,飛来、落下,44
26,5,11～12,出勤時、いつも通り社員通用口の扉を開けたが、風が強く強風にあおられ扉が大きく開いてしまった。閉めようと手を伸ばした際に、再び強風に扉があおられ閉まり、右手の人差指と中指を扉に挟め負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,建築物、構築物,はさまれ、巻き込まれ,52
26,5,10～11,ピッキング作業中、予備の刃が出ていたカッターを台に上向きに置いていたところ、梱包作業中に手を動かした拍子に肘がカッターの刃に触れ、切ってしまった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,500～999,その他,起因物なし,起因物なし,切れ、こすれ,44
26,5,14～15,施設内にて牛肉成型ラインの作業台で、原料牛肉の成型作業中、右手に保持した包丁の稼働範囲かつ進行方向に左手を添えてしまったため、牛肉をカットした際、誤って包丁の先端が左手人差指に接触、受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,建築物、構築物,切れ、こすれ,45
26,5,11～12,事業所内にて試飲出荷作業中に、梱包をするために必要なダンボールが無かったため、作業場に取りに行こうと歩いていたところ、右足の靴ひもがほどけているのに気付かず、左足で靴ひもを踏んでしまったために、バランスを崩し、正面から倒れ、あごを地面に強打した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,33
26,5,10～11,書庫内でピッキング作業中、製品が入った開封済みの集合箱を作業台に載せようと持ち上げたところ、製品が偏って入っていたため、バランスを崩し、集合箱を落としそうになり、左足に負荷がかかり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,動作の反動、無理な動作,32
26,5,17～18,台車にダンボールを積んでいる時、ダンボールを高く（7段）積み上げすぎたため、一番下のダンボールが重みで崩れ、落ちてきたダンボールが左ひざにあたった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,飛来、落下,41
26,5,16～17,機材梱包作業でしゃがみこんだ際、腰部に痛みを感じた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,その他,起因物なし,起因物なし,動作の反動、無理な動作,64
26,5,11～12,棚入れ作業中、後方にあったハンドリフト爪先先端部分に足が引っ掛かり、足首をひねった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,人力機械工具等,人力運搬機,激突,43
26,5,18～19,シュリンク作業中に機械の隙間に挟まったラップを引っぱり取ろうとしたところ、機械のスイッチを入れたことで機械が作動し、左手甲に火傷及び裂傷を負った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,38
26,5,23～24,ミールサイロの粕移送作業（コンベアー）でスクイドゲートを開け、粕の適量確認後、粕の出が悪かったため、一度降りてハンマー（3kg）を持ち、さるはしご（高さ2.4m）で再度ステージに上がる際、3段目（高さ85cm)位でハンマーをステージに置こうとしてバランスを崩し落下、後方にある循環コンベアーのカバーの継ぎ目のチャンネル材の角にでん部（仙骨）から落ちた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,用具,はしご等,墜落、転落,55
26,5,13～14,ホームにコンテナを付けようと右側扉を左手で押さえながら誘導していた際、バース上部にある柱に扉が当たったことに気付かず、誘導を続けたため、コンテナの扉と消火栓に左手が挟まれ、左手中指を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ、巻き込まれ,37
26,5,11～12,仕分けが終わった空パレットにつまずき、転倒、横に置いていた空パレットに腰を打ちつけた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,その他の用具,激突,48
26,5,16～17,梱包用資材の荷卸し作業中、コンテナ運転手が作業終了と勘違いし車両を動かしたため、トラックバースと車両の間から約150cm下に転落、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物等,作業床、歩み板,墜落、転落,42
26,5,15～16,プレスセンターにて缶・ペットボトル圧縮機にて缶の圧縮作業をしていたところ、コンベアのローラーとベルトの間にビニール袋ゴミが絡んでいたため、鎌を使って取り除こうとした際、動いていたコンベアに鎌と手が巻き込まれ、右手を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,44
26,5,1～2,庫内倉庫を横切ろうとした時、7段積みの空クレートが進行の妨げとなっていたため、動かそうと押した際、3段目が外れた拍子に、バランスを崩し前方に転倒、肩を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他の装置等,用具,その他の用具,転倒,41
26,5,17～18,倉庫内で積込み作業終了後、シャッターを閉めるためスイッチを押そうと乗っていたフォークリフトから飛び降りた際、右足を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,激突,36
26,5,12～13,昼食のため移動中、つまづき転倒、左ひざ挫創、両手を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,44
26,5,10～11,冷凍アルミトラックの荷台で床保護のためのプラスチック板を敷いた後、荷台より降りようとしたところ、転落、左ひざを強打、左手首を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,52
26,5,15～16,車庫にて片付け作業中、荷台に置いていた台木につまづき、バランスを崩して地面に落下、左手手首を強打した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,その他の装置等,用具,その他の用具,墜落、転落,44
26,5,4～5,高速道路出口にて停車中に後ろから追突され、背中、首を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,43
26,5,17～18,台船に橋桁40本の積込み作業中、クレーンで吊り上げた橋桁を降ろすタイミングを図っていた際、左手を橋桁と下に敷かれた鋼材の間に挟み、負傷した。,貨物取扱業,港湾運送業,一般港湾運送業,1～9,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ、巻き込まれ,66
26,5,15～16,駐車場にて社有車を運転しようと固く引いてあったサイドブレーキを降ろそうとした際、肩・腰を痛めた。,貨物取扱業,港湾運送業,港湾荷役業,10～29,その他,起因物なし,起因物なし,動作の反動、無理な動作,47
26,5,15～16,Ns栓のプラグ棒付作業をしていた際、製品を作業台についている丸棒に入れて固定して作業していたところ、力の入れすぎで製品が手前に浮き上がり、丸棒から製品が抜け、左手中指を挟まれ負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物質、材料,材料,金属材料,はさまれ、巻き込まれ,37
26,5,13～14,コンベア上で荷捌き作業中、後ろ向きに転倒、すねをステップに強打し、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10000～,荷,荷,荷姿の物,転倒,38
26,5,7～8,魚の箱詰め作業中、床で足を滑らせ転倒、左手首を骨折した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,作業床、歩み板,転倒,63
26,5,6～7,4.5tフォークリフトで船から岸壁に荷揚げされた飼料袋をバック走行で運んでいた際、近くで玉掛け作業をしていた別の作業者に気付かず、後輪で右足を巻き込み、負傷させた。,貨物取扱業,港湾運送業,一般港湾運送業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,56
26,6,11～12,アスファルト舗装面を数歩歩いたところで、路面の窪みに足を取られ、転倒して受傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,53
26,6,18～19,商品(1箱6kg)を抱えてパレットから降りるときに、パレットの角に足が躓いて転び、お尻をパレットの角に強打した。強い痛みではなかったので作業を続け、責任者には報告せずに帰宅した。翌朝痛みが残っていたので通院し、2ヶ月安静の診断を受けて会社に電話にて報告した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他の装置等,用具,その他の用具,転倒,50
26,6,15～16,同僚が操作するフォークリフトに乗り商品棚(高さ6m)から製品を取り、互いに声を掛け合った後降下している時、ドスンという音がしたのでオペレーターがフォークリフトを停め見たところ、搬荷に被災者が倒れていた。頭部、腰などを打ち負傷。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,墜落、転落,65
26,6,16～17,目的の商品を探しながら後進走行していた際、通路反対側に停止してある他作業員のフォークリフトが視界に入り、咄嗟にブレーキ操作を行ったところ、急ブレーキのように停止してしまい、バランスを崩しながら左足を地面に着いて左足首捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物上げ装置、運搬機械,動力運搬機,フォークリフト,墜落、転落,35
26,6,8～9,牛乳の乗ったかご車を片手で引いていた際、右足の小指部分を引いてしまった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他の装置等,その他の装置、設備,その他の装置、設備,はさまれ、巻き込まれ,24
26,6,7～8,倉庫内パレット配置場のレールを跨いだ体勢で同僚と話していたところ、搬送されてきたパレットに足を挟まれた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,その他の装置等,用具,その他の用具,激突され,45
26,6,16～17,冷凍庫内で入荷・出荷の商品のパレットからパレットへ移動・仕分けを軍手３枚を着用して作業をしていたが、指がしびれ始めた。そのまま作業を続け、しびれがひどくなった。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,環境等,環境等,高温・低温環境,高温・低温の物との接触,40
26,6,11～12,パレットから加工台の上に野菜の入った箱(10kg)を移そうと持ち上げた際、腰に痛みが走った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,300～499,荷,荷,荷姿の物,動作の反動、無理な動作,44
26,6,18～19,パレットに躓いて右肘を下にする状態で転倒。同時に床に顔面右側を強打。右側肋骨と右目を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,55
26,6,9～10,IH音デッキ12Fコンテナのアンラッシング作業が終わり、ガントリーマンに合図を出す為ガントリーレール手前の足場に移動中、IHのハッチ蓋受けの横にある梁(高さ160cm位)から足を滑らせて落下し受傷した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,仮設物、建築物、構築物等,仮設物、建築物等,屋根、はり、もや、けた、合掌,墜落、転落,37
26,6,10～11,フォークリフトの存在に気づかずに振り返り歩き出したところ、フォークリフトの前輪右タイヤが被災者の右足の小指に乗り上げ、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,1～9,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,40
26,6,14～15,出荷伝票を見ながら通路を歩いていたところ、区画と区画の間からバックしてきたフォークリフトと出会い頭に接触し、右足甲部を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,37
26,6,8～9,しゃがみこんで血を吐いているところを近くにいた作業員が発見した。発見者より一方を受け、救急搬送要請を行い病院に搬送されたが、死亡に至った。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他,起因物なし,起因物なし,その他,63
26,6,3～4,船にてAは6番デッキの表側にてラッシング作業に2名1組で従事していた。その際、左となりで当該本船のクルー1名が作業を手伝っており、ショートバーを持ってコンテナにかけていたところ、バーが外れてAの左顔面に当たり受傷した。,貨物取扱業,港湾運送業,港湾荷役業,100～299,その他の装置等,用具,その他の用具,激突され,33
26,6,9～10,玄関上り口内に左足を入れ、右足の外履きを脱いで右足を上げたところ、バランスを崩しボードを抱えたまま前方へ倒れこみ、頭部・左肩部・腰部を打ち負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,47
26,6,21～22,コンベアを横断しようとした際、バランスを崩してコンベア上に左手を強くついた為、左手を捻挫した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,その他,起因物なし,起因物なし,転倒,44
26,6,9～10,水揚げ作業中、作業員が魚鱠内で手カギを使用中、冷凍魚にあてたときに手カギが滑り、足に当たって負傷した。,貨物取扱業,港湾運送業,港湾荷役業,30～49,その他の装置等,人力機械工具等,手工具,激突され,23
26,6,16～17,後片付け作業を行っている時に、床に躓いて前方に倒れた。その際左手を床について手首を痛めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物等,通路,転倒,57
26,6,15～16,トイレから出てきたところ、突然倒れてうつ伏せで倒れている(意識はあるが自力では動けない状態)所を発見され、事務所内に移動して水分補給、体を冷やすなどの処置後病院へ搬送。脊髄損傷と診断された。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,その他,分類不能,分類不能,分類不能,38
26,6,8～9,集荷場内作業場において、玉葱葉切り作業中に空コンテナを跨ごうとした時に誤って左足がコンテナに引っ掛かり転倒し、右膝をコンクリート地面に打ち付け負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,荷,荷,荷姿の物,転倒,67
26,6,13～14,営業所内にて休憩時にタイヤに歯止めをし、駐車した。その後、キャビン内で横になる為サイドブレーキを降ろしたが、休憩後歯止めを外した途端、車が動き出したので止めようとしたところ、別の駐車車両との間に挟まれ、胸部を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ、巻き込まれ,60
26,6,16～17,会社の現場車を取りに行き、会社に向かって帰社途中、不注意で前方車に追突し、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,39
