年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢,年代
R3,10,13～14,積み荷の荷降ろし後、生コン車の後部昇降階段で排出シュートの洗浄作業を終え、昇降階段を下りる際、着地で足を滑らせ左足首外側の靭帯を損傷した。,製造業,窯業土石製品製造業,セメント・同製品製造業,10～29人,物上げ装置、運搬機械,動力運搬機,トラック,激突,62,60代以上
R3,10,8～9,工場内2階歩道（地面から高さ約5m）にて、リモコン操作にてマグネットで吊り上げて鉄屑を移動作業中、落ちていたものが跳ね返ったのか、ネジ等の鉄の破片と考えられるものが下から飛んできて左眼に当たり傷を負った。,製造業,鉄鋼業,その他の鉄鋼業,10～29人,物上げ装置、運搬機械,動力クレーン等,クレーン,飛来、落下,51,50代
R3,10,22～23,傾斜コンベアの上部に鏡が汚れていたため、拭きに行った帰り、手摺りを離した際に足が滑って転倒し、足首をひねって右腓骨遠位端、右腓骨内果を骨折した。,製造業,木材・木製品製造業,製材業,500～999人,動力機械,木材加工用機械,その他の木材加工用機械,転倒,38,30代
R3,10,13～14,工場内でルーターマシンを使用し、穴あけ加工の作業中、機械が作動しているが手を伸ばしてしまい、刃物に指が接触して左手中指に裂傷を負った。,製造業,家具・装備品製造業,木製家具製造業,1～9人,動力機械,木材加工用機械,面とり盤、ルータ、木工フライス盤,切れ、こすれ,46,40代
R3,10,13～14,林業機械の油漏れを2名で点検中、バケットとトングの隙間に足を乗せているのに気付かず、トングを少し動かした際、足先が挟まれて右足母指剥離骨折、打撲、左足先捻挫を負った。安全靴は履いていた。,製造業,その他の製造業,機械修理業,1～9人,動力機械,建設機械等,掘削用機械,はさまれ、巻き込まれ,27,20代
R3,10,17～18,工場で次期工事用アングルを鉄工工場の表側に出すため、クレーンで中心部をワイヤーで吊り、後ろ向きで鋼材を引っ張り向きを変えているとき、後ろ側にあった積み重なったブロック用切板に気付かず倒れかかり、鉄板と鋼材に挟まり腹部に打撲を負った。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ、巻き込まれ,29,20代
R3,10,9～10,資材を取りに通路を移動中、置いてある台車につまずいて体勢を崩した際、前方へ両手をつく形で転倒し、右手薬指を亀裂骨折した。,製造業,食料品製造業,その他の食料品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,52,50代
R3,10,14～15,豆菓子製造工場内にて焙煎機で豆を煎っていた。焙煎機を停止後、回転が完全に停止する前に、回転軸と網の間に手を挟み左手に擦過創を負った。,製造業,食料品製造業,その他の食料品製造業,10～29人,動力機械,一般動力機械,食品加工用機械,はさまれ、巻き込まれ,22,20代
R3,10,14～15,店内にて、カフェの客に3名分の紅茶入りガラスポットでサービスする際、ポットの取っ手が細く、しっかり握ってサービスをした後に感覚がなくなり、右中指伸筋腱脱臼を負った。,製造業,食料品製造業,パン、菓子製造業,1～9人,その他,起因物なし,起因物なし,動作の反動、無理な動作,48,40代
R3,10,13～14,工場内で材料の受領印を押印後、作業に戻ろうと小走りで移動中につまずいて転倒した際、パイプ切断機に顔面からぶつかって鼻に裂傷、頚髄に損傷を負った。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,58,50代
R3,10,14～15,資材倉庫にあった鋼板（長さ1.75㎜、幅570㎜、厚さ9㎜、重さ約70㎏）を本社製缶場のシャーリングで切断するために、鋼板を肩に担いで歩道を運んでいた。途中一時休憩するために鋼板を肩から下ろし、再度担ぐために持ち上げた際に鋼板が手から滑って右前腕に挫創を負った。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,物質、材料,材料,金属材料,飛来、落下,21,20代
R3,10,15～16,工場の糸こんにゃく製造工程で出来上がった製品の包装作業中、包装機フィルムローラー（直径10㎝、厚み5㎜）の2~3㎝上にある近接センサーの位置を変えようとした。作業用ゴム手袋着用のままシール包装機全面から右奥のフィルム送りローラー近くに左手を入れたところ、巻き込まれ左手示指挫滅創、左手中指、環指、小指に打撲を負った。,製造業,食料品製造業,その他の食料品製造業,10～29人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,39,30代
R3,10,7～8,工場の熱交換パッキン800t成型機にゴム材料を仕込んだ金型に投入していた。三段ある成型機ストッカー内、中段が前面にはみ出していることに気付いた。成型機が自動運転の状態でテコを用いてはみ出したストッカーを正常位置への押し込みを試みた。その際、稼働しているストッカー昇降台とテコの間に見てを挟み、右環指、小指に熱傷、右小指中手骨を折った。,製造業,化学工業,ゴム製品製造業,50～99人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,50,50代
R3,10,15～16,製品を生産管理に置いて、走って持ち場に戻る際、機械と棚横の通路でつまずき前方に転倒した。咄嗟に右手を出したが、右手の小指側で体を支えたため体重がかかり靱帯損傷疑いを負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,39,30代
R3,10,13～14,工場出荷エリアを歩行中、出荷用パレットを通り抜けようとしてパレットに左足を掛けて上がろうとした際、足を踏み外して転倒し左足首をひねって内果外果を折った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,500～999人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,転倒,33,30代
R3,10,9～10,工場でベルトループのカット作業中、ベルトループカッターにループが詰まり、取り除くため親指と人差し指でつまみ出そうとした際、左親指、人差し指の指先に損傷を負った。,製造業,衣服その他の繊維製品製造業,その他の繊維製品製造業,10～29人,動力機械,一般動力機械,その他の一般動力機械,切れ、こすれ,69,60代以上
R3,10,8～9,冷凍食品工場内でカットした鶏肉が入れてあるコンテナにたまった水分（ドリップ）を取り除くために、ボウルと計量カップを手に持ちこしをかがめた瞬間痛みが走り、腰椎捻挫を負った。,製造業,食料品製造業,肉製品、乳製品製造業,300～499人,その他の装置等,用具,その他の用具,動作の反動、無理な動作,63,60代以上
R3,10,18～19,床上操作式クレーンで工場北側の置場へ製品を移動する作業中、2台中1台目を置場へ運び、2代目を1台目の横位置へ移動したあと、吊具から製品を外した。吊具を運転場に戻すため、ペンダントスイッチで巻き上げボタンを押した。クレーンが巻き上げを開始したが途中で吊具先端のシャックルが製品に引っ掛かり、製品が持ち上がったためバランスが崩れ被災者に倒れてきて、背にした1台目の製品との間に挟まれ頭蓋骨開放性陥没骨折、右側頭骨を折り、左耳介に裂傷を負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,100～299人,物上げ装置、運搬機械,動力クレーン等,クレーン,飛来、落下,21,20代
